transaction_id,customer_id,product_id,category,quantity_sold,unit_price,store_id,weather_conditions,holiday_indicator,target
477,2060,114,Electronics,8,361.38,7,Rainy,False,0
478,3327,120,Clothing,2,61.47,1,Sunny,False,0
479,4420,146,Electronics,7,41.43,3,Cloudy,False,1
480,3544,172,Electronics,3,429.1,4,Sunny,False,1
481,1301,152,Clothing,8,93.72,1,Sunny,False,1
482,1180,108,Electronics,7,610.78,5,Rainy,False,0
483,1606,173,Clothing,8,882.16,3,Sunny,True,0
484,4170,151,Clothing,7,884.09,2,Sunny,False,1
485,1699,156,Groceries,6,662.45,3,Rainy,False,0
486,1992,125,Electronics,7,219.12,8,Rainy,False,0
487,2139,140,Electronics,5,864.37,6,Rainy,False,0
488,1190,134,Electronics,7,887.23,7,Stormy,False,0
489,3300,162,Groceries,1,204.69,6,Rainy,False,1
490,1980,124,Groceries,1,740.05,6,Cloudy,False,0
491,3975,189,Clothing,9,293.65,3,Sunny,True,0
492,3006,174,Groceries,5,804.61,8,Rainy,False,1
493,2184,137,Clothing,5,997.27,7,Cloudy,False,0
494,4327,101,Clothing,3,39.73,7,Rainy,False,0
495,4394,106,Electronics,5,898.39,6,Cloudy,False,0
496,1127,181,Clothing,3,626.4,5,Sunny,False,1
497,3065,190,Electronics,9,973.65,8,Sunny,False,1
498,2816,133,Groceries,9,470.36,5,Rainy,False,1
499,2758,190,Clothing,6,848.91,9,Sunny,False,0
500,3613,116,Clothing,1,71.77,9,Cloudy,False,1
501,1569,142,Electronics,7,341.93,1,Sunny,False,0
502,2346,158,Electronics,7,76.35,6,Stormy,False,1
503,2895,150,Electronics,4,975.59,7,Stormy,False,0
504,3733,153,Electronics,8,818.8,3,Sunny,False,1
505,4863,123,Electronics,6,854.02,7,Sunny,True,0
506,1625,124,Groceries,4,938.59,7,Cloudy,False,0
507,4359,170,Clothing,4,94.25,2,Stormy,False,1
508,3901,151,Electronics,2,391.74,7,Rainy,False,0
509,2686,169,Electronics,2,80.32,1,Sunny,False,1
510,4009,187,Electronics,4,218.69,5,Rainy,False,1
511,4710,132,Clothing,5,237.07,9,Rainy,True,1
512,1154,148,Clothing,8,474.42,7,Sunny,False,0
513,3537,128,Groceries,6,275.88,7,Cloudy,False,1
514,2409,162,Electronics,4,109.97,2,Sunny,False,0
515,1784,121,Groceries,7,175.82,8,Sunny,True,0
516,4175,125,Groceries,8,155.8,3,Sunny,False,0
517,4464,127,Electronics,2,973.35,8,Sunny,False,0
518,4882,184,Groceries,7,761.7,3,Sunny,False,1
519,1245,148,Electronics,2,968.08,7,Rainy,False,0
520,4247,170,Groceries,2,445.34,2,Sunny,False,1
521,4110,180,Electronics,8,285.58,4,Sunny,False,0
522,2500,183,Groceries,2,800.31,6,Sunny,False,1
523,2705,148,Groceries,9,332.99,9,Stormy,True,1
524,3806,119,Groceries,1,306.39,5,Rainy,False,1
525,1537,185,Clothing,9,240.18,9,Rainy,False,0
526,2890,191,Electronics,1,138.38,5,Rainy,True,0
527,2841,162,Electronics,2,263.9,8,Stormy,False,1
528,1920,160,Electronics,6,361.77,1,Sunny,False,1
529,3455,148,Electronics,6,677.25,7,Rainy,False,1
530,1524,170,Clothing,1,71.94,4,Cloudy,False,1
531,3875,100,Electronics,7,218.4,5,Rainy,False,0
532,2529,195,Groceries,8,810.93,6,Sunny,False,1
533,3950,112,Clothing,2,155.45,5,Rainy,False,0
534,4896,193,Groceries,8,349.22,1,Sunny,False,0
535,1035,186,Electronics,9,866.01,9,Rainy,False,0
536,1684,150,Groceries,6,163.38,2,Cloudy,False,1
537,1019,155,Groceries,5,91.91,9,Sunny,False,0
538,3368,182,Electronics,9,489.69,2,Cloudy,True,1
539,4847,161,Clothing,9,309.4,9,Sunny,True,0
540,3559,131,Clothing,1,567.77,6,Cloudy,False,0
541,1399,129,Electronics,3,805.77,9,Rainy,False,1
542,3701,128,Clothing,9,145.78,6,Sunny,True,1
543,1971,148,Electronics,2,584.89,6,Sunny,False,1
544,2906,144,Electronics,4,510.45,2,Stormy,True,0
545,3518,192,Electronics,4,152.64,8,Sunny,False,0
546,2166,129,Electronics,2,627.76,3,Sunny,False,0
547,2115,115,Electronics,3,280.9,7,Sunny,False,0
548,4425,139,Electronics,3,492.96,5,Rainy,False,1
549,1833,118,Groceries,1,91.45,3,Rainy,True,0
550,2823,117,Clothing,6,464.99,1,Sunny,False,0
551,3774,100,Groceries,8,313.4,8,Sunny,False,0
552,2982,177,Electronics,3,824.16,3,Sunny,False,1
553,1853,146,Electronics,5,66.41,2,Sunny,False,0
554,1050,165,Clothing,1,424.42,1,Rainy,False,1
555,4736,191,Electronics,7,463.85,4,Cloudy,False,0
556,4769,193,Electronics,1,727.76,8,Sunny,True,0
557,1574,137,Clothing,9,578.54,3,Sunny,False,0
558,4261,150,Electronics,8,670.54,1,Sunny,False,0
559,2148,162,Clothing,7,779.28,4,Stormy,True,0
560,3197,103,Clothing,7,863.58,9,Stormy,False,0
561,3361,100,Electronics,5,320.74,1,Cloudy,False,0
562,3617,107,Electronics,5,542.64,2,Sunny,False,1
563,4413,128,Clothing,5,841.71,9,Sunny,False,0
564,3352,154,Electronics,1,989.56,2,Sunny,False,0
565,2715,102,Electronics,8,890.62,3,Sunny,False,0
566,1681,131,Groceries,1,377.75,7,Rainy,True,1
567,1837,109,Electronics,4,203.21,3,Cloudy,False,1
568,4854,173,Clothing,9,494.5,9,Cloudy,True,1
569,2077,182,Groceries,9,744.23,6,Cloudy,False,1
570,4050,133,Electronics,5,497.64,3,Sunny,False,0
571,3491,196,Electronics,4,488.35,9,Rainy,False,1
572,3660,186,Electronics,3,839.85,1,Sunny,False,1
573,4040,154,Electronics,3,367.79,3,Sunny,False,0
574,3311,191,Electronics,5,861.2,1,Cloudy,False,0
575,4124,131,Clothing,1,412.74,2,Sunny,False,1
576,2595,149,Electronics,5,334.95,8,Rainy,False,0
577,4051,106,Clothing,6,459.45,7,Sunny,False,1
578,4691,192,Groceries,7,764.82,2,Rainy,True,1
579,1004,107,Groceries,9,134.74,2,Cloudy,False,1
580,2126,164,Clothing,3,204.46,9,Sunny,True,0
581,2219,156,Electronics,2,951.93,6,Cloudy,False,1
582,1773,166,Clothing,3,183.74,5,Sunny,False,1
583,1876,187,Clothing,9,572.05,6,Rainy,False,1
584,1991,186,Electronics,7,583.52,9,Cloudy,True,0
585,3931,158,Electronics,9,494.73,7,Rainy,True,0
586,4421,171,Groceries,2,648.3,9,Stormy,False,0
587,1046,153,Electronics,5,237.53,4,Sunny,False,1
588,3914,166,Electronics,4,557.14,2,Rainy,False,1
589,3870,150,Electronics,2,378.45,8,Rainy,False,0
590,3983,196,Electronics,9,665.05,4,Stormy,False,0
591,4891,191,Groceries,9,149.81,9,Sunny,False,0
592,3703,107,Clothing,6,575.17,4,Cloudy,False,0
593,1268,133,Clothing,6,193.42,8,Rainy,False,0
594,1369,134,Electronics,8,285.86,9,Sunny,False,0
595,1635,195,Electronics,6,226.52,9,Rainy,False,0
596,2129,187,Electronics,1,191.01,4,Sunny,True,0
597,2693,177,Electronics,4,827.45,1,Rainy,False,0
598,2682,131,Electronics,7,292.85,3,Cloudy,True,0
599,1656,145,Clothing,2,927.85,9,Rainy,False,0
600,1119,115,Electronics,9,970.23,4,Rainy,False,0
601,1830,167,Clothing,8,575.55,5,Rainy,False,1
602,2810,136,Electronics,8,151.57,7,Sunny,True,0
603,4675,153,Electronics,7,380.8,5,Sunny,False,0
604,2081,184,Electronics,4,799.75,4,Rainy,True,1
605,2974,113,Groceries,2,373.72,2,Sunny,True,1
606,2369,194,Groceries,3,96.15,2,Sunny,False,0
607,1740,154,Groceries,6,561.22,4,Rainy,False,0
608,4545,147,Electronics,5,846.67,9,Sunny,False,1
609,1116,181,Electronics,8,797.97,8,Sunny,False,1
610,2853,106,Clothing,6,183.37,3,Rainy,False,0
611,3838,173,Electronics,6,676.04,9,Sunny,True,0
612,2150,106,Groceries,1,228.3,5,Stormy,False,1
613,4464,132,Electronics,4,226.03,3,Cloudy,False,1
614,2931,122,Electronics,5,875.33,5,Cloudy,False,1
615,2012,184,Electronics,3,257.17,4,Sunny,False,1
616,2664,118,Electronics,9,270.61,8,Cloudy,False,1
617,2081,118,Clothing,1,10.65,5,Cloudy,False,1
618,1633,135,Electronics,6,871.96,8,Cloudy,False,1
619,1512,128,Electronics,6,794.67,9,Sunny,False,1
620,4822,159,Electronics,5,631.06,4,Rainy,True,1
621,3849,181,Electronics,5,752.76,7,Cloudy,False,1
622,2119,101,Clothing,5,160.53,2,Rainy,False,0
623,4709,100,Groceries,6,463.74,6,Rainy,False,1
624,2141,146,Groceries,8,357.71,8,Rainy,True,0
625,1559,168,Clothing,2,102.84,7,Rainy,True,0
626,4672,119,Electronics,6,491.27,7,Sunny,False,1
627,1487,110,Clothing,1,921.53,8,Rainy,True,1
628,4308,101,Electronics,4,49.66,7,Sunny,False,0
629,4956,166,Electronics,3,298.55,5,Rainy,False,0
630,1896,186,Groceries,9,215.47,7,Sunny,False,0
631,4343,111,Electronics,3,245.77,3,Rainy,False,1
632,2212,119,Groceries,6,909.35,5,Sunny,False,1
633,1703,104,Electronics,1,473.39,7,Rainy,False,0
634,2470,136,Clothing,6,471.64,9,Cloudy,True,1
635,1580,137,Clothing,4,762.97,2,Sunny,True,0
636,3837,193,Groceries,8,162.95,4,Sunny,False,0
637,3908,108,Clothing,9,492.39,7,Sunny,False,0
638,3294,197,Clothing,4,435.69,1,Cloudy,False,1
639,4147,152,Electronics,6,600.94,2,Rainy,False,1
640,1153,143,Clothing,1,999.56,9,Rainy,False,0
641,2679,198,Electronics,4,771.75,7,Sunny,True,0
642,4506,185,Clothing,7,403.89,7,Rainy,False,1
643,1996,123,Clothing,1,829.28,6,Cloudy,False,1
644,4157,180,Clothing,8,179.0,3,Cloudy,False,0
645,3744,173,Electronics,6,40.16,3,Rainy,False,1
646,4356,129,Electronics,5,212.4,2,Sunny,True,0
647,2243,158,Clothing,9,347.01,6,Sunny,False,1
648,2092,186,Electronics,2,515.47,4,Sunny,False,0
649,4118,195,Electronics,5,618.98,5,Sunny,True,0
650,2008,180,Electronics,6,911.5,3,Sunny,False,0
651,3141,180,Groceries,7,514.76,6,Sunny,False,0
652,2773,113,Clothing,5,506.26,3,Sunny,False,1
653,1957,108,Electronics,9,59.74,8,Stormy,False,0
654,4059,139,Electronics,1,44.56,9,Rainy,True,0
655,1452,165,Electronics,7,555.65,4,Cloudy,False,1
656,2227,124,Clothing,7,443.8,9,Cloudy,False,0
657,3959,172,Clothing,4,840.79,7,Sunny,False,0
658,3265,121,Electronics,9,169.07,3,Cloudy,True,1
659,3521,103,Electronics,5,34.72,7,Sunny,False,0
660,3479,125,Electronics,4,454.55,1,Rainy,False,0
661,3388,157,Clothing,7,245.1,3,Sunny,False,1
662,1550,128,Clothing,4,59.12,6,Stormy,False,0
663,2635,197,Electronics,3,727.35,4,Sunny,True,1
664,2312,186,Electronics,9,120.48,7,Sunny,False,0
665,4325,136,Electronics,8,612.24,3,Stormy,True,1
666,2757,174,Groceries,1,288.24,1,Sunny,False,1
667,1356,169,Electronics,7,181.76,9,Rainy,False,1
668,3070,117,Clothing,9,385.95,6,Cloudy,False,1
669,2785,184,Clothing,8,803.43,8,Cloudy,False,1
670,3569,141,Electronics,8,398.17,3,Stormy,False,1
671,2781,199,Electronics,6,753.26,8,Stormy,False,0
672,4908,140,Electronics,4,134.23,2,Sunny,True,1
673,4171,137,Clothing,8,775.04,4,Cloudy,True,1
674,3849,133,Clothing,3,244.56,3,Rainy,False,1
675,4251,116,Clothing,9,680.62,1,Rainy,True,1
676,4294,136,Clothing,2,570.12,7,Sunny,False,1
677,4977,124,Electronics,2,929.85,2,Rainy,False,1
678,3809,175,Groceries,7,393.45,4,Stormy,False,0
679,4730,186,Clothing,4,75.5,9,Stormy,False,1
680,3489,185,Electronics,8,28.96,6,Rainy,False,1
681,2631,184,Groceries,9,828.59,8,Sunny,False,1
682,3816,126,Clothing,7,529.49,2,Sunny,False,0
683,2015,156,Clothing,5,777.49,7,Cloudy,False,0
684,2348,130,Clothing,8,242.08,6,Cloudy,True,1
685,1515,105,Groceries,4,351.63,9,Rainy,False,1
686,4087,190,Clothing,2,39.8,7,Sunny,False,1
687,3839,139,Electronics,6,961.88,1,Rainy,False,0
688,1335,197,Electronics,9,671.19,8,Rainy,True,0
689,2782,111,Groceries,1,933.87,3,Stormy,True,0
690,3305,152,Electronics,7,272.84,2,Rainy,False,1
691,1496,170,Electronics,9,615.35,3,Sunny,False,0
692,1895,109,Electronics,9,681.71,6,Rainy,False,0
693,3207,144,Electronics,3,324.37,3,Sunny,False,0
694,4546,116,Clothing,5,849.63,5,Stormy,False,0
695,1851,125,Groceries,8,947.69,6,Sunny,False,0
696,2687,184,Electronics,8,886.01,8,Rainy,False,1
697,2931,191,Electronics,4,741.68,7,Sunny,True,0
698,3737,161,Electronics,1,284.69,8,Rainy,False,0
699,4746,145,Groceries,1,288.8,3,Rainy,False,1
700,3427,163,Clothing,4,963.73,4,Cloudy,False,0
701,2568,101,Electronics,6,20.18,6,Sunny,False,1
702,1956,153,Groceries,8,718.89,7,Sunny,False,1
703,3738,164,Groceries,6,709.18,9,Sunny,False,0
704,4498,150,Groceries,9,626.46,1,Rainy,False,0
705,2636,152,Groceries,9,990.21,8,Sunny,False,1
706,2291,135,Electronics,2,318.76,8,Rainy,True,0
707,4906,125,Clothing,1,346.57,6,Cloudy,True,0
708,4648,128,Electronics,2,88.15,4,Cloudy,False,0
709,2440,120,Groceries,5,448.37,3,Rainy,False,0
710,2191,110,Clothing,4,268.44,3,Rainy,False,1
711,4913,139,Clothing,4,349.95,6,Sunny,False,1
712,2066,110,Clothing,9,836.23,8,Rainy,False,0
713,4627,135,Electronics,8,936.13,7,Cloudy,False,1
714,1284,158,Clothing,6,193.88,1,Sunny,True,1
715,3444,138,Groceries,1,378.78,6,Rainy,True,1
716,1011,198,Groceries,2,929.34,7,Cloudy,False,1
717,2630,153,Electronics,6,71.19,7,Cloudy,True,1
718,4373,197,Electronics,2,101.44,9,Sunny,False,0
719,4969,154,Electronics,5,171.16,5,Rainy,False,0
720,4324,123,Clothing,5,599.26,1,Sunny,False,0
721,3546,121,Groceries,6,158.97,2,Sunny,True,1
722,1753,168,Electronics,6,968.4,4,Stormy,False,0
723,3082,155,Clothing,6,452.25,5,Cloudy,False,0
724,3774,132,Groceries,2,506.5,9,Cloudy,False,1
725,3896,135,Clothing,3,254.19,1,Sunny,False,1
726,1089,119,Clothing,6,476.25,3,Cloudy,True,0
727,1775,182,Clothing,8,665.29,5,Rainy,False,1
728,3652,198,Clothing,1,753.67,3,Sunny,False,0
729,4993,180,Electronics,1,756.33,4,Rainy,False,1
730,4017,161,Clothing,2,582.11,3,Sunny,False,1
731,2625,197,Clothing,6,905.32,4,Cloudy,False,0
732,4069,172,Groceries,9,819.23,1,Rainy,True,0
733,1417,125,Clothing,4,759.48,8,Sunny,False,1
734,1114,165,Clothing,3,65.05,4,Sunny,False,1
735,1616,172,Electronics,8,16.81,7,Sunny,False,1
736,4974,172,Electronics,9,220.32,2,Sunny,False,0
737,4267,139,Electronics,5,666.89,2,Rainy,False,0
738,1825,116,Electronics,9,417.09,6,Cloudy,False,0
739,4572,100,Clothing,2,408.38,2,Sunny,True,1
740,2649,188,Groceries,3,885.74,6,Sunny,False,0
741,2516,160,Electronics,7,896.61,2,Rainy,False,1
742,4146,142,Electronics,7,910.08,4,Cloudy,False,0
743,1412,141,Groceries,6,320.74,7,Sunny,False,1
744,4447,124,Electronics,6,694.15,8,Sunny,False,1
745,4491,138,Clothing,2,278.92,3,Rainy,False,0
746,1728,134,Clothing,6,198.7,9,Sunny,False,1
747,4348,102,Clothing,4,192.79,2,Sunny,False,0
748,4068,143,Electronics,3,348.69,8,Cloudy,False,1
749,3808,150,Electronics,2,435.66,8,Rainy,False,0
750,1675,193,Clothing,1,832.64,4,Rainy,False,0
751,4465,197,Clothing,5,128.69,1,Cloudy,True,0
752,2892,111,Electronics,2,737.58,1,Rainy,False,1
753,3504,118,Clothing,2,536.14,2,Sunny,False,1
754,3967,143,Electronics,7,295.07,9,Sunny,True,0
755,3239,158,Clothing,8,497.89,2,Sunny,False,1
756,3786,148,Electronics,8,306.94,2,Sunny,False,0
757,4760,160,Groceries,4,600.12,6,Rainy,False,0
758,2122,116,Electronics,1,439.51,7,Cloudy,False,1
759,2571,173,Electronics,7,172.76,7,Stormy,True,0
760,1977,156,Electronics,1,125.42,9,Rainy,False,1
761,2008,154,Electronics,4,551.23,6,Sunny,False,1
762,3143,146,Groceries,8,903.39,8,Sunny,False,0
763,2687,111,Groceries,2,350.52,6,Cloudy,False,1
764,3710,161,Electronics,6,735.67,2,Rainy,False,0
765,4261,179,Electronics,6,662.07,1,Rainy,False,1
766,4807,187,Clothing,9,932.24,5,Cloudy,False,0
767,1036,182,Groceries,5,822.77,9,Cloudy,False,1
768,4851,107,Clothing,4,570.94,8,Cloudy,False,0
769,4440,194,Electronics,5,660.46,4,Sunny,True,0
770,4766,120,Electronics,5,899.4,5,Cloudy,True,1
771,2548,180,Clothing,8,405.52,5,Cloudy,False,0
772,3326,186,Electronics,8,333.53,6,Sunny,False,1
773,3264,179,Clothing,2,20.7,3,Rainy,False,1
774,3914,169,Electronics,7,828.29,5,Sunny,True,0
775,1872,171,Clothing,8,802.97,2,Stormy,True,1
776,2821,124,Electronics,6,113.41,1,Sunny,False,0
777,2296,181,Clothing,5,581.09,1,Rainy,False,1
778,4952,188,Electronics,9,469.34,7,Sunny,False,0
779,3109,111,Clothing,3,127.52,2,Cloudy,False,1
780,1595,114,Electronics,4,980.76,4,Sunny,False,1
781,2903,158,Clothing,9,222.55,5,Sunny,False,1
782,1728,125,Clothing,6,76.56,7,Rainy,False,1
783,2365,125,Clothing,8,598.9,2,Stormy,False,1
784,1396,146,Clothing,7,741.48,6,Sunny,False,1
785,1698,131,Clothing,2,42.12,1,Sunny,False,1
786,4090,109,Groceries,3,662.13,7,Cloudy,True,0
787,3224,115,Electronics,1,536.97,9,Rainy,False,0
788,2635,170,Groceries,9,112.23,5,Stormy,False,1
789,1395,116,Electronics,7,180.8,5,Sunny,False,0
790,3492,122,Electronics,1,572.29,4,Rainy,True,1
791,4304,125,Electronics,3,303.39,3,Sunny,False,1
792,4986,184,Electronics,4,938.93,9,Sunny,False,1
793,1075,185,Clothing,4,820.55,5,Rainy,False,1
794,1264,106,Clothing,5,983.73,8,Rainy,False,0
795,3502,113,Clothing,3,267.07,9,Cloudy,False,1
796,2819,178,Clothing,3,970.03,5,Sunny,False,0
797,1717,106,Electronics,1,436.92,9,Rainy,False,0
798,3782,108,Electronics,7,354.04,2,Rainy,False,1
799,4455,147,Electronics,1,59.85,9,Stormy,False,1
800,4635,171,Electronics,2,62.24,4,Sunny,False,1
801,1850,158,Electronics,4,695.09,6,Sunny,False,1
802,4577,186,Electronics,4,463.35,6,Sunny,False,0
803,2390,192,Clothing,5,234.26,6,Rainy,False,1
804,1143,181,Clothing,2,617.83,2,Sunny,False,0
805,1884,194,Groceries,4,260.33,7,Stormy,False,0
806,4140,193,Groceries,1,581.86,6,Sunny,False,0
807,4170,138,Clothing,2,365.62,1,Cloudy,False,0
808,1395,198,Electronics,1,825.32,2,Sunny,False,0
809,4096,117,Clothing,4,822.49,7,Rainy,False,0
810,3995,158,Clothing,4,482.58,1,Stormy,False,1
811,3938,116,Electronics,7,357.31,1,Sunny,True,0
812,2492,113,Electronics,9,368.93,1,Stormy,False,1
813,4555,130,Groceries,9,807.66,8,Rainy,False,1
814,4636,123,Electronics,5,334.9,4,Stormy,False,0
815,4222,198,Clothing,1,216.97,4,Rainy,False,0
816,2167,159,Clothing,1,93.84,2,Sunny,False,0
817,3616,144,Electronics,6,472.03,1,Sunny,True,1
818,2062,197,Electronics,2,487.31,9,Sunny,False,0
819,3156,102,Electronics,8,842.5,7,Sunny,False,0
820,4764,136,Electronics,9,229.03,4,Sunny,False,1
821,2065,142,Electronics,4,387.18,6,Sunny,False,1
822,2209,139,Groceries,5,810.32,2,Rainy,True,0
823,3982,189,Electronics,8,825.39,7,Cloudy,False,0
824,3445,154,Clothing,3,390.76,2,Sunny,False,1
825,4294,186,Electronics,5,464.53,8,Sunny,False,0
826,1633,138,Groceries,3,310.25,8,Rainy,True,1
827,2156,114,Electronics,3,933.23,1,Sunny,False,1
828,4234,103,Electronics,3,127.46,8,Sunny,True,1
829,2238,192,Groceries,7,934.41,2,Sunny,False,0
830,1732,185,Groceries,7,687.03,6,Stormy,False,0
831,1234,124,Electronics,7,536.26,1,Cloudy,False,1
832,4914,112,Groceries,8,42.33,5,Sunny,False,1
833,3705,181,Electronics,5,480.84,7,Rainy,False,0
834,1750,132,Electronics,5,413.67,1,Rainy,False,0
835,3635,115,Electronics,4,169.61,2,Rainy,True,0
836,4080,141,Electronics,7,659.85,7,Rainy,False,0
837,4145,165,Clothing,4,971.44,6,Rainy,False,1
838,1953,154,Electronics,2,566.57,3,Sunny,True,1
839,3539,198,Electronics,4,717.61,2,Sunny,False,1
840,3960,141,Clothing,8,77.77,4,Rainy,False,0
841,4324,133,Clothing,9,423.49,3,Cloudy,True,0
842,4301,129,Electronics,3,125.19,7,Rainy,True,1
843,2542,112,Clothing,7,616.67,8,Cloudy,False,1
844,2197,112,Electronics,9,939.1,2,Stormy,False,1
845,2676,117,Clothing,4,665.16,7,Sunny,False,0
846,2191,131,Clothing,3,86.04,8,Rainy,False,1
847,3217,195,Groceries,5,361.12,6,Rainy,False,0
848,2416,198,Electronics,1,555.16,6,Stormy,True,1
849,3993,138,Electronics,3,409.18,1,Stormy,False,0
850,3842,145,Electronics,8,835.31,4,Rainy,False,1
851,3681,128,Electronics,8,816.52,1,Sunny,False,1
852,2217,161,Electronics,4,615.71,4,Cloudy,False,1
853,2540,192,Groceries,2,379.72,2,Sunny,False,1
854,3076,161,Electronics,8,262.78,5,Cloudy,True,1
855,4236,156,Electronics,8,114.82,9,Stormy,True,0
856,2445,115,Clothing,4,361.35,3,Sunny,False,0
857,3386,155,Electronics,3,419.04,8,Rainy,False,0
858,4719,109,Clothing,2,679.06,3,Rainy,False,0
859,2519,129,Electronics,9,661.58,6,Rainy,False,0
860,2388,124,Electronics,1,79.41,4,Sunny,False,0
861,2856,183,Electronics,7,401.31,8,Cloudy,False,0
862,2365,104,Electronics,5,189.96,6,Stormy,True,0
863,1499,164,Groceries,8,165.24,8,Stormy,True,0
864,2680,193,Electronics,4,829.03,1,Sunny,False,1
865,1510,148,Clothing,7,51.5,6,Cloudy,False,1
866,4398,102,Electronics,5,424.99,1,Cloudy,False,1
867,1216,144,Electronics,5,176.52,1,Sunny,False,1
868,2324,113,Groceries,9,880.54,8,Sunny,False,1
869,2155,129,Electronics,9,561.47,7,Sunny,False,0
870,2827,167,Clothing,9,239.07,3,Stormy,False,1
871,4141,117,Groceries,6,507.4,6,Rainy,True,0
872,4323,161,Clothing,6,734.17,9,Cloudy,False,0
873,4486,136,Groceries,5,958.54,7,Sunny,False,1
874,2810,124,Electronics,9,228.24,3,Cloudy,True,1
875,3492,147,Electronics,8,887.32,6,Sunny,False,0
876,3923,164,Electronics,7,934.96,4,Sunny,False,1
877,2205,152,Clothing,7,917.26,3,Rainy,False,0
878,3214,178,Groceries,6,639.06,9,Sunny,False,1
879,1090,172,Electronics,5,633.52,2,Cloudy,False,0
880,1713,114,Clothing,4,409.18,1,Sunny,True,1
881,2881,148,Electronics,3,754.87,2,Rainy,False,1
882,4602,187,Clothing,3,535.98,7,Rainy,False,1
883,1038,167,Electronics,6,680.66,1,Rainy,False,0
884,4197,111,Groceries,4,434.17,6,Sunny,False,1
885,4522,158,Clothing,6,734.18,7,Sunny,False,1
886,1172,136,Electronics,3,826.23,9,Stormy,False,1
887,1652,160,Electronics,4,154.97,8,Sunny,False,0
888,1753,142,Electronics,9,834.6,6,Cloudy,False,1
889,2243,169,Electronics,5,544.89,3,Stormy,False,1
890,4709,138,Electronics,7,846.22,8,Sunny,False,0
891,2081,155,Groceries,2,436.99,7,Sunny,False,0
892,2683,162,Clothing,5,385.25,3,Rainy,False,1
893,3523,145,Clothing,9,915.91,9,Stormy,False,1
894,1455,187,Electronics,3,258.66,2,Stormy,False,0
895,1828,110,Groceries,9,845.77,3,Rainy,False,0
896,1894,161,Clothing,6,489.18,2,Cloudy,False,1
897,2384,176,Electronics,4,518.95,1,Sunny,False,1
898,2958,197,Clothing,7,315.38,4,Stormy,False,0
899,4072,124,Clothing,8,577.31,5,Stormy,True,1
900,3434,170,Electronics,6,331.96,6,Sunny,False,0
901,2996,151,Electronics,5,48.88,5,Sunny,True,0
902,3395,103,Electronics,6,279.28,1,Sunny,True,0
903,1189,158,Electronics,5,16.32,3,Sunny,False,0
904,1504,171,Groceries,8,978.57,1,Cloudy,False,0
905,2214,119,Groceries,1,966.09,5,Sunny,False,0
906,2531,192,Clothing,7,401.2,5,Sunny,False,0
907,4440,162,Electronics,2,731.09,6,Sunny,False,1
908,4480,153,Electronics,9,352.35,8,Stormy,False,0
909,1823,173,Clothing,1,674.38,1,Rainy,False,1
910,1928,197,Clothing,6,807.38,4,Rainy,False,1
911,1933,156,Electronics,9,947.29,1,Sunny,False,1
912,2140,189,Clothing,1,406.21,9,Stormy,True,0
913,1133,140,Groceries,4,785.47,7,Cloudy,True,1
914,3105,102,Electronics,4,273.27,7,Sunny,False,1
915,4627,105,Electronics,9,990.43,5,Sunny,False,0
916,1684,104,Clothing,5,35.51,7,Sunny,True,1
917,3719,104,Electronics,5,607.49,2,Sunny,False,1
918,3220,153,Electronics,6,662.91,4,Rainy,False,0
919,2852,146,Electronics,1,691.17,7,Stormy,False,0
920,1814,186,Electronics,1,129.18,3,Rainy,False,1
921,2172,148,Clothing,9,939.14,2,Cloudy,False,1
922,1079,108,Clothing,3,189.37,2,Rainy,False,0
923,3933,198,Electronics,4,626.53,1,Cloudy,False,0
924,4284,119,Groceries,1,230.45,5,Cloudy,False,1
925,1202,160,Groceries,9,314.14,6,Sunny,False,0
926,3811,134,Groceries,8,550.99,6,Sunny,False,1
927,2252,149,Electronics,2,423.02,9,Rainy,True,0
928,2699,181,Electronics,8,168.62,4,Sunny,False,1
929,2250,161,Groceries,7,179.23,1,Sunny,False,1
930,2682,116,Clothing,6,423.96,6,Rainy,False,0
931,2555,187,Electronics,1,759.71,5,Stormy,False,1
932,4512,102,Electronics,7,898.99,6,Rainy,True,1
933,4473,131,Electronics,7,93.29,3,Cloudy,False,0
934,3094,198,Groceries,9,399.17,2,Rainy,False,0
935,2256,112,Clothing,1,109.24,6,Cloudy,False,1
936,4376,188,Electronics,2,26.43,1,Rainy,True,1
937,2549,172,Electronics,9,665.1,7,Cloudy,False,1
938,2166,167,Clothing,9,606.42,7,Rainy,False,1
939,4486,113,Groceries,6,171.39,7,Rainy,True,0
940,4584,197,Electronics,6,241.47,1,Rainy,False,1
941,2396,110,Clothing,4,33.47,4,Rainy,False,0
942,4637,155,Groceries,4,836.6,7,Sunny,True,0
943,4957,166,Electronics,5,974.94,9,Sunny,True,0
944,4330,191,Clothing,3,144.1,5,Sunny,True,0
945,3703,128,Electronics,1,239.16,2,Cloudy,False,0
946,1470,108,Clothing,1,869.73,7,Sunny,True,1
947,4018,166,Clothing,7,927.2,1,Sunny,False,1
948,2035,124,Clothing,1,425.43,7,Cloudy,False,1
949,2353,197,Clothing,1,60.12,6,Sunny,False,1
950,3783,175,Electronics,3,49.0,7,Rainy,True,1
951,3831,141,Groceries,4,578.21,3,Sunny,False,1
952,1967,108,Clothing,4,398.97,3,Stormy,False,0
953,1357,178,Electronics,2,38.37,7,Cloudy,False,0
